GeneSymbol	D3_ISO1_HEP_L_1	D3_ISO1_HEP_L_2	D3_ISO2_HEP_1	D3_ISO2_HEP_2	D3_INT_HEP_PI_1	D3_INT_HEP_PI_2	D3_INT_HEP_LPS_1	D3_INT_HEP_LPS_2	D3_INT_HEP_5OP_1	D3_INT_HEP_5OP_2	D3_INT_HEP_C_1	D3_INT_HEP_C_2	D3_INT_HEP_GL_C
VEPH1	0.19	0.52	0.51	0.15	0.15	0.12	0.02	0.02	0.28	0.14	0.3	0.04	0.07
FABP12	0	0	0	0	0	0	0	0	0	0	0	0	0
SHPK	1.89	2.07	2.38	2.94	1.52	0.63	1.41	1.55	1.54	1.29	1.62	1.26	1.18
GGT3P_ENSG00000197421	0	0	0	0	0	0.06	0	0	0.01	0	0	0	0
OR51D1	0.14	0.05	0.01	0.04	0.32	0	0.02	0.03	0	0	0.12	0.16	0.17
IPP	1.37	1.58	2.59	2.08	1.13	0.84	1.26	1.53	1.1	1.49	1.41	0.93	1.33
OPALIN	0.13	0.09	0.02	0.01	0.01	0	0	0	0.02	0.01	0.01	0.02	0.05
OR13G1	0.05	0.07	0.11	0.01	0.03	0.01	0	0	0.08	0	0.01	0.01	0
MAP3K5	2.27	2.75	1.45	2.19	0.93	0.6	0.82	0.42	0.66	0.45	0.76	0.53	0.51
OGDHL	0.37	0.93	0.97	0.97	0.24	0.3	0.39	0.25	0.35	0.27	0.4	0.44	0.2
CYP2F1	0.22	0.18	0	0.08	0.02	0	0	0.04	0	0	0.04	0.18	0.08
GSTK1	72.79	73.76	60.3	51.55	51.28	51.82	59.8	57.91	60.19	56.52	61.79	60.23	51.41
HNRNPAB	46.15	44.03	65.15	50.08	39.47	48.55	25.25	22.27	28.48	22.14	27.61	23.78	25.15
OR2L5	0.22	0.02	0.02	0	0.04	0	0	0	0	0.01	0.02	0.01	0.02
STMN3	0.58	0.49	0.36	0.5	0.15	0.77	0.09	0.14	0.42	0.06	0.05	0.01	0.03
PDGFA	2.85	4.03	4.44	3.45	4.51	4.92	3.57	3.36	4.81	3.7	3.04	3.7	4.51
ENSG00000197462	0	0.04	0	0	0	0	0	0	0	0	0	0	0
GYPE	0.49	0.04	0.12	0.09	0	0	0.04	0	0.06	0.04	0.06	0	0.06
COL13A1	0.45	0.32	0.44	0.27	0.16	0.22	0	0.02	0.05	0.08	0.14	0.08	0.26
OR7E85BP_ENSG00000197468	0.16	0.18	0.05	0.07	0.03	0.39	0	0	0.02	0.02	0	0	0.25
SPN	1.39	2.31	0.54	0.65	0.24	0.05	0.05	0.09	0.15	0.21	0.23	0.13	0.01
ZNF695	0	0.04	0	0.12	0.02	0.04	0.03	0	0	0.02	0.01	0	0.01
ADAM3A_ENSG00000197475	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197476	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB11	0.25	0.11	0.11	0.05	0.01	0	0.03	0.07	0.02	0.01	0.04	0.06	0.05
ZNF628	0.93	0.46	0.5	0.69	0.83	0.98	1.12	0.34	0.65	0.17	0.16	0.09	1.56
GALP	0	0.08	0	0	0.07	0	0	0	0.02	0	0	0	0
SLC2A10	1.85	2.44	1.25	1.29	0.88	0.93	1.15	0.89	0.69	0.87	0.91	0.69	0.5
ZNF665	0.6	0.21	0.24	0.18	0.04	0.21	0.06	0.01	0.11	0.03	0.1	0.1	0.2
RPF2	12.67	15.76	22.28	18.47	10.75	17.57	11.81	10.95	9.37	10.91	12.6	13.37	9.6
LINC00477	0.04	0.04	0.02	0.04	0	0	0	0	0	0.09	0.08	0.02	0
SLC28A3	0.11	0.02	0.02	0.02	0.01	0.02	0	0	0.02	0.02	0.01	0.02	0.02
FAM177B	0.38	0.1	0.18	0.48	0	0	0	0	0	0.04	0.01	0	0.01
MIB2	1.25	1.03	1.9	0.92	3.31	1.97	2.07	1.04	1.76	0.32	1.33	0.79	3.21
OR6Y1	0.15	0.11	0.03	0.07	0.06	0	0	0.04	0	0.01	0.04	0.04	0.01
MYO5A	7.47	8.99	8.73	9.59	3.46	3.67	4.32	2.76	4.93	3.53	4.43	5.44	4.86
C5orf56	3.39	4.96	0.93	0.76	1.13	0.19	0.84	0.56	1.04	0.53	0.87	0.69	0.79
GZMM	0.16	0.26	0.15	0.04	0.03	0	0	0	0.09	0.08	0	0	0
ATG7	10.61	9.35	8.37	7.91	4.66	5.24	5.02	3.92	6.07	6.52	6.96	6.1	5.52
PRAMENP_ENSG00000197549	0.01	0	0	0	0	0	0	0	0	0.01	0.06	0.14	0
ENSG00000197550	0.15	0.11	0.15	0.1	0	0	0.03	0.01	0.05	0.05	0.06	0.04	0.08
SIPA1L1	8.13	12.19	6.85	7.59	5.09	4.04	7.23	5.54	6.49	5.82	7.13	6.42	4.82
TTC30A	0.48	0.44	0.39	0.3	0.15	0.29	0.12	0.08	0.17	0.23	0.18	0.13	0.16
SSPO	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.01
ELANE	0.6	0.38	0.15	0	0	0	0.23	0	0	0	0.03	0	0
RAB40C	1.21	1.38	2.07	1.17	1.99	1.76	1.86	1.6	2.27	1.46	1.08	1.04	2.06
PIGN	4.15	4.72	4.48	4.38	2.36	1.61	2.5	1.82	2.86	2.73	2.39	3.95	2.56
COL4A6	0.08	0.16	0.36	0.07	0.07	0	0.03	0	0	0.01	0.05	0.03	0.02
ZNF624	0.41	0.83	0.33	0.39	0.27	0.13	0.29	0.18	0.15	0.22	0.22	0.16	0.25
HHLA3	2.97	2.83	4.94	4.02	3.75	4.49	4.08	3.83	3.75	3.73	3.17	5.13	3.7
RPS17P2_ENSG00000197575	0	0	0	0	0	0	0	0	0	0	0.55	0.27	0
HOXA4	0.11	0.07	0	0	0	0	0.01	0.05	0	0.07	0.2	0	0.08
TOPORS	5.33	5.61	5.99	4.93	4.59	4.53	4.99	3.61	4.46	4.43	4.87	4.32	4.45
BCO2	3.09	2.5	1.95	2.99	0.98	1.01	2.63	1.24	1.45	0.87	1.38	2.28	2.54
GPX1P1_ENSG00000197582	0.44	0.8	1.15	0.33	0.17	0.53	0.15	0.03	0.24	0.03	0.45	0.09	0.16
KCNMB2	0.03	0.1	0	0	0.01	0	0	0	0.06	0	0	0.13	0
ENSG00000197585	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD6	9.82	11.44	13.43	11.02	13.23	9.68	14.32	10.71	16.87	12.33	12.95	11.31	16.77
DMBX1	0.2	0.06	0.06	0.01	0.08	0.02	0	0.01	0.03	0.06	0.06	0.01	0.04
KLKP1_ENSG00000197588	0	0	0	0	0.12	0	0	0	0	0	0.09	0	0.55
OR11L1	0.04	0.07	0	0.1	0.44	0	0	0	0	0.14	0.16	0.2	0.13
ENPP1	7.59	9	10.19	10.08	7.27	5.65	7.34	6.19	6.73	7.92	9.25	8.07	5.67
ATP11AUN	0.03	0.08	0.02	0.03	0	0.07	0	0	0	0.01	0	0	0.06
CCDC154	0.03	0	0.05	0	0.03	0.2	0	0	0	0	0.07	0	0.16
FAR1	2.6	3.74	2.78	2.3	0.64	0.62	1.02	0.29	0.34	0.65	0.73	0.31	0.44
CPLANE1	1.65	2.27	2.34	2.08	1.37	0.54	0.5	0.81	0.59	1.01	1.03	0.64	1.02
ZNF841	2.28	4.33	2.69	2.81	2.27	2.21	2.67	2.19	3.08	2.82	2.54	2.03	2.87
MFAP5	0.12	0.08	0	0.07	0.43	0	0	0	0	0.01	0	0.03	0.2
MYH6	0.04	0	0	0	0.01	0	0.03	0	0.01	0.01	0.13	0.12	0.01
VN1R5_ENSG00000197617	0.14	0.03	0	0.05	0	0	0	0	0	0	0.09	0	0
ZNF615	1.57	1.24	1.99	0.66	0.68	0.37	0.84	1.48	0.92	0.68	0.65	0.64	0.82
CXorf40A	4.01	2.88	3.18	4.01	2.91	2.23	2.94	2.46	2.83	2.37	2.46	2.07	2.4
CDC42SE1	11.06	12.63	9.88	9.47	8.54	10	9.85	7.27	10.47	8.66	10	9.9	10.52
UBE2Q2P12_ENSG00000197627	0	0	0	0	0	0	0	0	0	0	0	0	0
MPEG1	3.18	4.41	4.12	4.26	0.16	0.02	0.11	0.13	0.09	0.07	0.1	0.06	0.06
SERPINB2	12.97	19.89	4.17	4.56	1.39	2.88	1.29	1.1	1.77	1.39	0.99	1.03	0.82
DPP4	15.47	17.93	19.68	15.28	15.78	13.16	16.21	13.76	15.21	17.17	17.17	16.32	19.85
SERPINB13	0.25	0.22	0.06	0.01	0.01	0	0	0	0.27	0.02	0.01	0.04	0.08
ENSG00000197644	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD1LG2	1.2	1.38	0.33	0.23	0.14	0.1	0.07	0.08	0.11	0.15	0.24	0.22	0.07
ZNF433	0.45	0.62	0.18	0.89	0.9	0.43	0.43	0.74	0.57	0.58	0.67	0.56	0.79
CCER1	0.08	0.13	0	0.33	0.11	0.26	0.01	0	0	0.06	0.12	0.19	0.11
DNAH10	0.04	0.13	0.24	0.02	0.05	0	0.01	0	0.02	0.02	0.04	0.01	0.11
SLC22A24	0.04	0	0	0.07	0.11	0.01	0.01	0.05	0	0	0	0.01	0
ENSG00000197665	0.04	0.12	0.07	0.01	0	0.01	0.03	0	0.01	0	0	0	0.03
AL157838.1	0.14	0.36	0.17	0.18	0.02	0	0.14	0.01	0.07	0	0.08	0.06	0.08
OR51C1P	0.44	0.19	0.03	0.02	0	0	0	0.02	0	0.02	0.18	0.16	0.08
KRTAP26-1	0.28	0.14	0	0.13	0	0	0	0.02	0.03	0	0.02	0.02	0.06
CBX3P7_ENSG00000197692	0	0	0	0	0	0	0	0	0	0	0	0.12	0
SPTAN1	53.54	60.81	81.79	70.36	53.51	39.31	59.45	47.87	64.8	49.36	62.4	58.7	63.67
NMB	1.17	2.04	0.63	0.72	3.29	6.6	2.95	1.65	2.65	2.53	2.61	2.44	3.13
PARVA	5.44	4.45	5.99	3.38	2.77	3.62	2.36	2.19	2.86	2.23	3.02	3.16	2.19
KLHL14	0.34	0.08	0.04	0.07	0.01	0	0	0.02	0.05	0	0.02	0.02	0.02
OR6C74	0.15	0.05	0.01	0.03	0.01	0.02	0	0	0.01	0.01	0.02	0.01	0.02
FAM114A1	14.58	15.23	22.68	17.41	17.62	18.62	17.25	15.25	18.76	15.97	18.45	17.2	19.95
RPE	9.79	8.52	10.95	8.6	6.09	10.88	9.75	6.46	7.57	8.27	11.03	8.47	7.56
ZNF460	4.47	6.02	6.11	5.7	3.61	2.17	3.98	3.71	4.08	3.34	3.54	2.57	4.08
CR1L	0.69	0.17	0.15	0	0	0	0	0.02	0	0.15	0.11	0	0
PHF2	2.12	2.1	1.59	1.56	0.95	1.03	1.22	1	1.42	0.89	1	0.79	0.96
RPS26	306.52	315.32	396.65	352.77	280.04	262.36	254.49	254.83	248.54	246.63	260.34	281.01	256.54
C14orf178	0.2	0	0	0	0.11	0	0	0	0.15	0	0.12	0	0
PTMAP2_ENSG00000197744	2.27	1.15	4.43	0.67	0.42	0.4	0.73	0.62	0.28	0.59	0.94	0.3	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0	0	0
PSAP	129.48	151.81	144.1	141.16	108.49	106.28	123.07	121.03	129.75	131.31	126.81	119.88	128.92
S100A10	289.64	319.65	417.61	372.28	302.92	299.29	306.19	241.18	308.48	272.93	313.27	300.83	341.48
CFAP43	0.16	0.05	0.13	0.16	0.06	0.04	0.06	0.03	0.12	0.09	0.02	0.1	0.01
LHFPL5	0.49	0.27	0.27	0.33	0.09	0.03	0.22	0.1	0.22	0.08	0.2	0.09	0.16
RPL37A	314.43	355.92	426.09	384.85	276.92	242	259.46	264.54	275.9	265.4	286	280.64	269.96
HOXC6	0.11	0.4	0.24	0.1	0	0	0	0.01	0.01	0.01	0	0	0
TXNRD3	2.12	2.3	3.18	2.65	1.14	2.39	1.03	0.9	1.55	1.01	1.27	0.79	0.94
CFD	0.09	0.14	0.17	0.47	0.12	0.03	0.15	0	0.12	0.06	0.12	0.02	0.2
STPG3	0	0.03	0	0.04	0	0	0	0	0.03	0	0	0	0
MAP1LC3C	0.08	0.03	0	0.03	0	0	0	0.01	0	0	0.04	0	0.02
MCMBP	8.96	10.03	8.47	8.3	4.34	3.48	3.14	3.25	3.08	2.96	3.6	3.2	2.43
EME2	1.63	2.78	1.3	0.88	0.57	0.93	1.52	1.02	1.32	0.77	0.94	0.79	1.02
KLHDC1	0.06	0.15	0.52	0.29	0.16	0.27	0.13	0.03	0.14	0.04	0.01	0.04	0.08
ZNF81	1.9	0.56	0.72	0.83	0.63	1.7	0.23	0.75	0.27	0.83	1.08	0.29	0.24
TAF13	16.45	15.16	28.71	18.41	14.75	9.47	11.39	11.58	9.81	11.11	11.98	12.05	12.06
ZNF780A	7.14	8.89	9.8	12.72	3.86	5.65	5.47	7.16	6.19	4.57	4.52	7.03	5.46
ATAD3A	16.34	15.15	27.37	21.85	16.28	20.21	16.07	14.98	18.89	9.82	12.19	11.53	15.57
OR5B17	0.31	0.04	0	0.04	0	0	0	0	0	0	0.02	0.05	0.14
OR52M1	0.26	0.21	0.09	0	0	0	0	0	0	0.03	0	0	0.11
IGKV7-3	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM118B	3.15	4.56	4.48	3.71	3.09	5.11	2.87	3.11	4.59	3.76	3.37	4.13	3.39
ZNF461	0.59	1	1.46	0.8	0.86	0.13	0.48	1.1	1	0.47	0.84	1.08	0.72
ENSG00000197813	0.29	0.58	0.34	0.11	0.05	0.16	0	0.08	0	0.18	0.11	0	0
ENSG00000197815	0.57	0.26	0.11	0.11	0.1	0.16	0.04	0.01	0.14	0	0.17	0.17	0.12
CCDC180	0.62	0.52	0.41	0.28	0.12	0	0.08	0.33	0.18	0.05	0.25	0.59	0.59
SLC9A8	2.07	2.41	1.21	2.19	1.42	1.2	1.28	0.94	1.59	1.21	1.43	0.92	1.14
OCLN	17.41	16.92	20.62	17.58	16.42	15.23	13.44	12.6	13.92	12.67	13.3	12.17	12.22
CFAP299	0.48	0.06	0	0.21	0.05	0	0	0	0.03	0.01	0.26	0.04	0.08
HIST4H4	9.03	8.9	9.02	7.97	4.24	5.38	6.15	5.99	5	2.68	6.65	6.48	5.12
CYP2A13	0	0.02	0	0	0	0	0	0	0	0	0	0	0.01
ZNF181	1.94	1.93	2.17	1.97	2.06	2.27	1.41	2.24	1.63	1.35	1.76	1.18	1.49
SLC22A20P_ENSG00000197847	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8G1	0.08	0.06	0.02	0.04	0	0	0	0	0	0	0.01	0.02	0.01
INKA2	1.16	0.57	0.62	1.69	0.48	0.73	0.73	0.57	1.49	0.76	1.12	0.52	0.68
ZNF44	1.15	1.79	1.92	1.66	1.07	0.87	1.07	1.06	1.6	1.03	1.64	0.92	1.26
GPAA1	7.31	7.14	10.04	7.95	7.1	7.69	5.97	4.99	5.92	3.83	3.95	3.93	5.57
ADAMTSL2	0.14	0.1	0.07	0.1	0.05	0.2	0.03	0.05	0.05	0.04	0.06	0.04	0.04
SGTB	1.61	2.34	3.01	2.66	1.17	0.65	1.42	1.23	1.18	1.17	1.3	1.31	1.34
ZNF790	0.98	1.03	1.38	1.22	1.43	1.31	0.86	0.53	0.92	1.07	0.79	0.74	0.92
OR5M12P_ENSG00000197866	0.2	0	0	0.11	0	0	0	0	0	0.02	0	0	0.2
PRB3	0	0	0	0.03	0	0	0	0	0.03	0.01	0.19	0	0
FAM49A	0.56	0.77	0.51	0.3	0.06	0.02	0.12	0.04	0.06	0.04	0.11	0.08	0.27
MYO1C	29.37	29.59	41.14	33.69	28.98	30.62	33.95	25.86	37.92	29.6	37.2	40.05	32.66
MDS2	0.14	0	0	0.08	0.01	0	0	0	0.05	0.04	0.08	0.04	0.01
OR7E13P_ENSG00000197882	0.24	0	0.2	0.07	0.1	0	0	0.17	0	0.05	0.2	0.24	0.14
NKIRAS1	6.78	5.96	9.46	7.8	5.34	6.61	7.02	6.57	5.88	6.5	6.18	5.13	6.26
OR1S2	0.54	0.25	0.1	0.32	0.12	0	0	0.02	0.02	0	0.02	0	0.14
UGT2B17	0	0	0.03	0.03	0	0	0	0.01	0	0	0	0.02	0
MEIG1	0.85	0.11	0.13	0.17	0.17	0	0	0	0.27	0.02	0	0.23	0
SLC22A12	0.02	0.01	0	0	0	0.08	0.02	0	0.05	0.04	0.05	0.04	0.02
KIF13B	5.52	5.25	5.36	4.75	3.35	2.84	3.72	3.14	3.15	3.17	3.4	3.33	2.93
NRAP	0.01	0.03	0.04	0.04	0.02	0.02	0.02	0.02	0.04	0.03	0.01	0.01	0.02
ADH5	52.83	60.07	67.18	60.45	49.27	40.19	44.21	44.68	46.63	48.09	49.3	49.04	45.39
SLC22A6	0	0	0.03	0.03	0.02	0	0	0	0	0	0	0	0
HIST1H2BK	167.88	133.8	133.49	128.81	73.21	53.22	65.16	61.25	59.41	38.79	53.11	48.11	41.96
TEAD4	3.66	4.13	2.18	1.47	2.66	2.23	2.35	2.02	2.69	1.64	2.03	1.48	1.08
SPG7	17.67	19.72	22.16	20.55	30.73	22.53	29.31	18.26	26.05	21.67	26.32	24.86	27.46
HRNR	0.54	0.4	0.15	0.44	0.19	0.02	0.14	0.13	0.3	0.1	0.35	0.26	0.31
IFNA1	0	0	0	0.14	0	0	0	0	0	0	0	0	0
HES5	0.05	0.02	0	0	0.02	0	0.04	0	0.01	0	0	0	0
NBEAP2_ENSG00000197927	0	0	0	0	0	0	0	0.02	0	0	0	0	0
ZNF677	1.36	0.49	0.34	0.39	0.49	0.3	0.16	0.26	0.25	0.14	0.26	0.26	0.24
ERO1A	50.85	63.07	36.54	32.04	25.08	21.25	26.35	16.73	21.24	24.18	20.54	23.17	24.48
ZNF823	2.02	1.16	2.03	1.94	2.38	4.29	3.34	1.82	2.27	2.53	2.35	2.79	3.42
CYYR1-AS1	0.02	0.01	0.02	0.02	0	0	0	0.01	0	0	0.01	0.03	0.02
ZNF311	0.18	0.27	0.14	0.06	0.11	0.03	0.03	0.09	0.1	0.04	0.1	0.1	0.15
ZNF347	0.53	1.05	0.79	0.88	0.87	0.22	0.6	0.36	0.51	0.37	1.02	0.48	0.7
OR5H2	0.04	0	0	0.02	0	0	0	0	0.02	0.01	0.03	0	0
PLCG2	1.77	2.74	1.89	2.46	1.75	1.51	1.74	2.03	1.54	1.45	1.68	1.71	1.04
FCHSD1	1.51	1.99	1.17	1.31	0.64	0.85	1.65	1.5	1.29	1.35	1.72	1.12	1.96
ZNF71	0.66	0.45	0.31	0.37	0.22	0.32	0.28	0.25	0.42	0.12	0.28	0.3	0.38
AADACL2	0.03	0.04	0.01	0.04	0.01	0	0	0.02	0.02	0	0.01	0	0
S100A6	522.38	539.48	509.83	463.14	351.17	266.27	376.1	286.43	351.55	290.59	294.2	373.55	299.1
RPL12	368.21	376.94	454.35	399.25	287.1	254.7	235.94	251.09	262.78	237.37	286.27	256.6	255.02
DNM3	0.17	0.14	0.08	0.3	0.02	0.08	0	0.04	0.02	0.04	0.03	0.05	0.04
ZNF121	5.12	9.77	8.07	7.66	4.23	3.75	3.81	4.04	4.75	5.44	6.6	4.24	7.23
MPZL1	21.9	24.11	24.02	20.53	20.21	18.23	18.92	12.54	16.54	18.21	19.81	19.56	17.46
VPS13A	3.74	4.39	6.18	3.77	1.68	1.43	2.6	1.25	1.73	1.62	2.24	2.44	2.23
MBP	10.04	10.5	10.15	8.85	10.02	10.42	8.89	8.21	10.92	8.93	12.13	9.14	9.81
AKAP17A	2.66	3.37	3.41	2.5	2.79	2.56	3.07	1.95	3.26	2.1	2.82	2.07	3.5
ELOVL2	1.49	1.02	2.64	2.25	1.18	0.9	0.69	0.71	0.93	0.54	0.71	0.7	0.94
GOLGA6L9	0.24	0.43	0.48	0.4	0.2	0.04	0.23	0.2	0.23	0.31	0.22	0.38	0.21
LEKR1	0.09	1.26	0.58	0.17	0.14	0.06	0.06	0.17	0.08	0.18	0.11	0.17	0.18
C1orf122	5	4.7	6.36	4.2	5.79	8.16	6.72	4.86	4.31	4.05	4.71	3.52	5.75
OR51A8P_ENSG00000197984	0.77	0.04	0	0.07	0.03	0.13	0	0.03	0.06	0.06	0.17	0.05	0.11
SNHG12	3.82	6.15	7.01	3.7	2.46	1.27	2.89	2.24	2.33	1.41	2.57	2.34	1.94
ZNF734P_ENSG00000197990	0.06	0	0	0.04	0	0.07	0	0	0	0	0	0	0.08
ENSG00000197991	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC9A	0	0.07	0	0.07	0	0	0	0	0	0	0	0	0.05
KEL	0.07	0.25	0.02	0.08	0.03	0	0	0.05	0.02	0.02	0.03	0.02	0.01
NOL8	11.95	13.69	13.11	10.62	12.47	12.14	13.67	9.57	11.4	7.14	12.36	13.98	10.95
IRAK4	1.53	2.3	1.37	1.75	0.66	0.48	0.99	0.68	1.19	0.83	0.97	0.79	0.59
CCDC151	0	0.03	0	0.02	0.01	0.01	0.02	0	0.01	0.05	0.06	0.01	0.02
DLGAP2	0.08	0.17	0.13	0.12	0.04	0	0	0.11	0	0.02	0.07	0.05	0.06
MRPL42	10.65	15.06	16.86	16.28	11.96	8.05	12.81	11.79	11.59	16	15.96	14.56	14.8
ENTPD7	3.61	4.63	5.57	4.52	3.13	2.25	2.97	2.36	3.04	2.42	2.9	2.51	3.12
FCGR1B	0	0.31	0	0	0	0	0	0	0	0	0	0	0
SPANXA1	0	0	0	0	0.23	0	0	0	0	0	0	0	0
SAGE2P_ENSG00000198022	0	0	0	0	0	0	0	0.01	0	0	0	0.01	0
ZNF335	3.14	3.32	4.22	3.47	3.52	2.29	4.36	3.78	4.15	3.48	3.95	2.96	4.28
ZNF560	0.04	0.06	0	0.14	0	0	0	0	0	0.02	0.05	0	0
TUBA3C	0	0.06	0	0.02	0	0	0	0	0	0	0.08	0	0
RPS4X	268.63	274.89	330.21	300.84	232.64	245.46	209.37	211.1	217.35	214.46	233.63	227.99	223.23
ZNF273	0.55	0.57	0.17	0.37	0.17	0.03	0.12	0.21	0.16	0.08	0.22	0.09	0.12
ZNF84	2.82	3.16	4.08	4.59	3.89	2.36	2.96	3.34	2.81	2.64	4.13	3.81	2.88
MAK16	10.12	10.54	18.32	11.11	8.22	11.52	7.07	7.75	8.23	6.84	8.58	6.76	8.01
ZNF667	0.36	0.35	0.3	0.34	0.14	0.06	0.55	0.19	0.12	0.13	0.13	0.3	0.25
AVPR1B	0.14	0.02	0.11	0.09	0.05	0	0	0.02	0.02	0.01	0.05	0.05	0.05
SIRPA	10.08	13.32	9.03	8.05	6.05	7.26	7.14	5.77	6.9	6.82	7.31	6.25	5.68
DSCR8	0	0	0	0	0	0	0	0	0	0	0	0	0
GRK6	6.47	5.94	6.4	4.74	2.52	3.69	3.17	3.32	3.65	2.22	3.56	2.64	2.58
PRIM1	3.95	3.95	4.67	4.46	1.72	0.4	0.7	0.8	1.39	0.8	0.53	0.88	0.66
MARCH5	10.78	10.42	17.7	12	6.45	14.51	6.65	7.93	8.65	8.53	11.88	7.7	9.05
POTEH	0.03	0.09	0	0.01	0	0	0	0	0	0	0	0.06	0
NPIPB13	3.35	5.17	3.36	2.86	1.05	0.79	1.57	1.12	1.55	1.47	1.42	2.06	1.56
AKR1B10	176.2	201.43	525.59	550.08	1135.32	969.24	960.56	860.47	923.42	934.82	1012.68	1061.49	901.91
SULT1C4	0.31	0.16	0.09	0.16	0.01	0.15	0	0.08	0.03	0.05	0.04	0.05	0.05
CYP2A7	0.6	0.39	0.36	1.54	1.26	0.27	0.41	0.29	0.45	0.15	0.3	0.43	0.46
ZBTB14	2.37	1.92	1.87	1.69	1.37	0.98	1.11	0.55	1.58	1.12	1.26	1.85	0.95
KRTAP9-9	0	0.07	0	0	0	0	0	0	0	0	0	0	0
CD2AP	17.74	20.96	16.59	13.92	12.12	9.92	10.3	8.44	11.05	8.73	10.64	9.34	11.46
NUP62CL	0.69	1.52	2.19	0.73	0.65	0.17	0.37	0.26	0.4	0.4	0.21	0.32	0.14
SFI1	2.6	3.81	2.4	2.69	1.06	1.45	1.75	1.46	2.06	1.01	2.01	2.93	1.79
KRTAP4-6	0.03	0	0.04	0.03	0	0	0	0	0	0.05	0	0.09	0.02
TMPRSS11F	0.1	0.01	0.09	0.01	0	0	0	0	0.01	0.03	0	0.05	0
ZNF649	1.25	1.46	1.73	2.09	1.88	1.81	1.04	1.11	1.19	1.32	1.71	1.16	1
ADH4	8.7	10.25	9.21	8.94	4.41	7.07	6.35	4.72	5.38	5.51	5.12	5.27	4.55
OR2T6	0.11	0.1	0.06	0.01	0.01	0.03	0	0	0	0.01	0.03	0.04	0.02
ZNF248	1.26	1.79	1.35	1.73	3.37	0.78	1.45	0.68	2.15	0.93	1.78	0.97	0.67
ENSG00000198106	0.15	0.2	0.17	0.16	0.06	0.06	0.16	0.09	0.08	0.05	0.05	0.13	0.08
CHSY3	0.79	0.73	0.28	0.3	0.17	0.09	0.13	0.18	0.17	0.25	0.28	0.2	0.32
TOR4A	1.89	2.2	1.5	0.88	1.04	1.05	0.83	0.68	1.03	0.52	0.61	0.5	0.98
LPAR1	0.52	0.66	0.21	0.44	0.13	0	0.03	0.08	0.02	0.06	0.04	0.12	0.02
MB	0	0.1	0.63	0.07	0	0	0	0.05	0	0	0.26	0	0
OR2L3	0.13	0.05	0	0.09	0.01	0	0	0.03	0	0	0.02	0.03	0.01
DEFB107B	0	0	0	0.23	0	0	0	0	0	0	0	0	0
HIBCH	4.12	4.34	7.88	6.66	3.61	3.35	3.6	2.74	2.95	3.84	3.31	3.25	2.87
ZNF544	7.83	10.3	10.63	8.22	6.44	6.97	6.06	8.37	9.7	7.71	6.4	7.72	8.09
TMEM229B	0.43	0.66	0.24	0.19	0.16	0.04	0.18	0.11	0.14	0.11	0.07	0.13	0.23
PTMAP9_ENSG00000198134	2.6	0	0	0	0.21	0	0	0	0	0	0.31	0	0
SOWAHC	10.45	12.29	14.46	12.44	11.02	12.01	11.32	8.54	11.2	10.2	10.42	8.49	13.12
ZNF770	11.27	10.94	18.66	17	9.47	4.82	5.29	6.49	10.08	7.59	10.47	8.46	6.78
ZNF849P_ENSG00000198153	0.04	0.02	0	0	0	0	0	0	0	0	0	0	0
ZNF876P_ENSG00000198155	0	0	0.04	0	0	0	0	0	0.1	0	0.13	0	0.07
NPIPB6	0.3	0.23	0	0.05	0.03	0	0	0	0.04	0.06	0.04	0.26	0.29
HMGN5	7.59	8.31	9.83	10.12	4.88	4.25	5.9	5.21	6.13	4.66	7.18	5.18	2.64
MIER1	22.68	28.58	23.38	19.62	20.53	17.45	20.94	16.5	19.64	16.57	20	18.33	17.73
MAN1A2	5.3	6.9	8.36	7.14	4.17	4.09	4.3	3.81	4.49	5.08	4.58	3.74	4.34
SVIP	4.27	4.93	5	5.17	1.11	2.19	1.17	1.08	2.49	1.49	1.5	1.57	1.07
ZNF251	1.02	1.4	1.29	1.1	1.16	0.62	1.1	0.83	0.77	1.04	0.9	0.72	1.26
DDRGK1	22.7	27.28	39.87	26.79	49.62	57.4	36.51	28.52	35.45	22.91	24.69	24.3	50.11
FAM47C	0.07	0.05	0.08	0.11	0.14	0.01	0	0.02	0	0.08	0.06	0.1	0.06
TFDP1	20.96	23.85	25.68	25.34	9.06	10.49	9.66	7.67	9.93	5.69	9.22	8.89	7.52
CLEC4C	0.16	0.09	0	0.14	0	0	0	0	0.06	0	0	0	0
ZNF607	0.23	0.19	0.28	0.12	0.06	0.03	0.31	0.02	0.08	0.05	0.11	0.2	0.09
BPIFA1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF334	0.56	0.59	0.62	0.58	0.12	0.1	0.3	0.33	0.28	0.21	0.36	0.3	0.19
