GeneSymbol	D4_ISO2_HEP_1	D4_ISO1_HEP_L_1	D4_ISO1_HEP_L_2	D4_ISO2_HEP_2	D4_INT_HEP_PI_1	D4_INT_HEP_PI_2	D4_INT_HEP_LPS_1	D4_INT_HEP_LPS_2	D4_INT_HEP_5OP_1	D4_INT_HEP_5OP_2	D4_INT_HEP_C_1	D4_INT_HEP_C_2	D4_INT_HEP_GL_C
SNORD63B_ENSG00000222937	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-370P_ENSG00000222940	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222941	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP58_ENSG00000222942	3.32	8.31	10.98	4.59	0	0	0	9.2	0	0	0	1.5	0
RN7SKP262_ENSG00000222950	4.11	3.55	6.88	17.33	0	0	0	5.73	0	0	0	1.85	0
RNA5SP41_ENSG00000222952	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP265_ENSG00000222955	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1913_ENSG00000222958	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-272P_ENSG00000222960	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222966	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP8_ENSG00000222969	2.23	1.75	3.61	8.98	0	0	0	3.06	0	0	0	2.02	0
RNA5SP222_ENSG00000222971	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-651P_ENSG00000222972	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-25P_ENSG00000222973	0	0	0	0	0	0	0	0	12.09	0	0	0	0
RN7SKP228_ENSG00000222974	20.61	4.64	35.11	7.39	0	0	0	0	0	0	0	30.1	0
RN7SKP94_ENSG00000222976	16.26	10.53	20.42	45.7	0	0	0	33.98	0	0	0	20.11	0
RN7SKP167_ENSG00000222979	0	0	6.73	11.3	0	0	0	5.6	0	0	0	0	0
RN7SKP216_ENSG00000222982	3.13	0	5.15	0	0	0	0	0	0	0	0	22.57	0
RNA5SP127_ENSG00000222983	125.63	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-14P_ENSG00000222985	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU5A-5P_ENSG00000222986	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP68_ENSG00000222987	0	0	5.39	0	0	0	0	4.52	0	0	0	2.94	0
RNU4-22P_ENSG00000222990	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222997	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP259_ENSG00000222998	5.29	6.4	8.64	7.2	0	0	0	0	0	0.23	0	4.79	0
RNU2-61P_ENSG00000223001	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP184_ENSG00000223003	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD29_ENSG00000223004	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP137_ENSG00000223006	3.26	2.72	5.39	4.51	0	0	0	13.55	0	0	0	11.77	0
RN7SKP73_ENSG00000223007	11.25	15.96	18.74	10.47	0	0	0	0	0	0	0	21.94	0
RN7SKP264_ENSG00000223012	19.32	19.83	45.12	5.41	0	0	5.87	5.37	0	0	0	31.28	0
RNA5SP344_ENSG00000223013	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1135P_ENSG00000223015	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP306_ENSG00000223019	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223023	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-55P_ENSG00000223024	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP247_ENSG00000223026	0	0	26.7	4.46	0	0	0.59	0	0	0	0	11.67	0
ENSG00000223027	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-284P_ENSG00000223037	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP268_ENSG00000223039	9.07	0	0	4.15	0	0	1.08	12.53	0	0	0	1.36	0
RN7SKP144_ENSG00000223040	4.29	7.47	43.21	6.05	0	0	0	11.97	0	0	0	1.93	0
RN7SKP161_ENSG00000223042	29.91	33.26	16.47	36.75	0	0	0	18.4	0	0	0	22.46	0
RNU6-130P_ENSG00000223044	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP369_ENSG00000223046	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-847P_ENSG00000223047	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP169_ENSG00000223056	3.79	6.46	12.62	0	0	0	0	0	0	0	0	1.7	0
ENSG00000223060	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1245P_ENSG00000223062	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-325P_ENSG00000223064	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP126_ENSG00000223075	34.77	11.69	23.05	38.59	0	0	5.14	43.37	2.82	0	0	12.53	0
RNA5SP31_ENSG00000223076	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-55P_ENSG00000223078	0	0	70.57	0	0	0	0	0	0	0	0	0	0
ENSG00000223080	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP155_ENSG00000223086	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-602P_ENSG00000223087	0	0	0	0	0	0	0	0	0	0	0	0	0
RMRPP5_ENSG00000223088	0	4.38	8.33	0	0	0	0	6.89	2.19	0	0	0	0
RNA5SP115_ENSG00000223092	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU5E-9P_ENSG00000223096	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-72P_ENSG00000223107	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1538_ENSG00000223109	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP247_ENSG00000223113	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP296_ENSG00000223117	17.49	7.98	8.13	16.91	0	0	0	6.87	0	0	0	1.13	0
RN7SKP102_ENSG00000223118	9.15	2.51	5.01	12.56	0	0	0	8.42	0	0	0	6.88	0
RN7SKP181_ENSG00000223120	21.17	19.87	44.73	37.35	0	0	0	25.05	7.1	0	0	24.56	0
RNU2-32P_ENSG00000223125	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP263_ENSG00000223126	3.21	2.66	15.87	8.85	0	0	0	8.87	0.64	0	0	0	0
RN7SKP140_ENSG00000223128	0	0	6.81	0	0	0	0	11.33	0	0	0	0	0
RNA5SP304_ENSG00000223131	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP207_ENSG00000223136	16.92	0	5.6	9.37	0	0	0	23.43	0	0	0	7.62	0
RNA5SP450_ENSG00000223138	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP252_ENSG00000223142	5.54	2.25	13.59	3.78	0	0	0	3.82	0	0	0	1.25	0
RN7SKP112_ENSG00000223145	5.95	4.88	19.54	12.23	0	0	0	12.32	0	0	0	21.49	0
RNU4-88P_ENSG00000223152	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-18P_ENSG00000223156	0	0	0	0	0	0	0	0	0	0	0	0	0
RNY1P3_ENSG00000223158	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP280_ENSG00000223162	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP142_ENSG00000223168	5.5	2.23	17.98	33.72	0	0	0	3.79	0	0	0	6.21	0
RNA5SP209_ENSG00000223169	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP17_ENSG00000223174	4.67	3.69	30.28	18.86	0	0	0	6.41	0	0	0	14.82	0
RNU4-61P_ENSG00000223175	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP39_ENSG00000223177	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-373P_ENSG00000223179	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1199P_ENSG00000223181	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223188	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-177P_ENSG00000223189	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP100_ENSG00000223190	12.2	3.51	6.81	22.85	0	0	0	5.66	4.3	0	0	21.94	0
RNU6-293P_ENSG00000223191	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1001P_ENSG00000223197	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-22P_ENSG00000223198	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP297_ENSG00000223202	0	0	13.92	0	0	0	0	0	0	0	0	0	0
RNA5SP221_ENSG00000223203	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1217P_ENSG00000223208	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-74P_ENSG00000223212	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-607P_ENSG00000223215	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-938P_ENSG00000223217	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223220	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP192_ENSG00000223223	30.47	15.72	13.59	30.22	0	0	0	15.27	7.95	0	0	30.05	0
SNORD71_ENSG00000223224	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1054P_ENSG00000223225	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP270_ENSG00000223229	28.14	0	10.3	4.3	0	0	0	25.93	0	0	0	8.46	0
RNA5SP294_ENSG00000223238	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-63P_ENSG00000223245	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-64P_ENSG00000223247	0	21.52	0	0	0	0	5.27	0	0	0	0	0	0
ENSG00000223254	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-785P_ENSG00000223256	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-575P_ENSG00000223258	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP508_ENSG00000223259	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP194_ENSG00000223260	2.33	5.54	0	25.15	0	0	0	0	0	0	0	0	0
RNA5SP492_ENSG00000223262	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-387P_ENSG00000223263	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-592P_ENSG00000223265	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP53_ENSG00000223269	12.2	0	35.1	8.37	0	0	0	8.42	0	0	0	2.75	0
ENSG00000223271	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP172_ENSG00000223273	3.54	0	0	4.92	0	0	0	0	0	0	0	6.38	0
RNA5SP498_ENSG00000223274	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-57P_ENSG00000223280	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP85_ENSG00000223281	20.82	19.5	4.88	20.39	0	0	0	0	0	0	0	5.37	48.59
RN7SKP165_ENSG00000223282	6.77	8.89	25.6	18.22	0	12.27	0	6.2	0	0	0	20.5	0
RNU6-195P_ENSG00000223284	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-954P_ENSG00000223287	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP107_ENSG00000223290	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP270_ENSG00000223293	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD83_ENSG00000223294	0	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P8_ENSG00000223298	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP108_ENSG00000223299	0	2.23	0	3.75	0	0	0	0	0	0	0	3.73	0
ENSG00000223300	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223302	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP30_ENSG00000223305	15.77	2.11	17.15	17.85	0	0	0	3.62	0	0	0	2.38	0
RNU6-1304P_ENSG00000223306	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP101_ENSG00000223308	11.71	0	4.8	4.01	0	0	0	12.12	0	0	0	9.25	0
RNU6-722P_ENSG00000223309	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-516P_ENSG00000223313	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP279_ENSG00000223315	0	0	0	0	0	0	0	4.91	0	0	0	0	0
RNA5SP111_ENSG00000223318	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP293_ENSG00000223321	32.49	15.26	11.99	20.09	0	0	0.67	30.05	0	0	0	32.49	0
RN7SKP273_ENSG00000223324	6.15	2.53	0	12.68	0	0	0	4.25	0	0	0	1.39	0
RNU2-71P_ENSG00000223327	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1052P_ENSG00000223330	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-603P_ENSG00000223335	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU2-6P_ENSG00000223336	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP3_ENSG00000223341	15.6	17.53	25.26	17.97	0	0	0	15.3	0	0	0	5.06	0
ENSG00000223342	2.3	0.98	6.5	5.21	0	0	0	1.88	0	0	0	1.5	0
ENSG00000223343	0	0	2.31	0	0	0	0	1.7	0	0	0	0	0
ENSG00000223344	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BP1_ENSG00000223345	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF2P3_ENSG00000223349	0.43	0	0.88	0	0	0	0	0	0	0	0	0.66	0
IGLV9-49	3.35	3.82	2.68	6.63	0	0	0	0	4.27	0	0	0	0
ZNF385D-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223353	0	0	0	0	0	0	0	0.14	0	0	0	0	0
ENSG00000223356	1.5	1.13	0	1.96	0	0	0	4.09	0	0	0	0	0
EHHADH-AS1	2.3	2.12	8.48	1.03	0	0	0	1.98	0	0	0.13	1.93	0
ENSG00000223360	0	0	0	0	0	0	0	0	0	0	0	0	0
FTH1P10_ENSG00000223361	29.43	23.17	19.7	40.4	70.96	92.72	84.3	35.69	48.21	86.48	71.73	33.27	11.49
CDY15P_ENSG00000223362	0	0	0	0	0	0	0	0	0	0	0	2.69	0
ENSG00000223368	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223373	0	0.63	4.1	2.22	0	0	3.13	2.36	0	0	0	0.8	0
ENSG00000223374	0	2.16	0	0	0	0	0	1.97	0	0	0	1.32	0
ENSG00000223375	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223377	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223379	16.58	21.02	39.53	16.92	0	0.15	1.36	37.19	0.56	0	0	44.68	0
LINC02661	0	0	1.69	0	0	0	0	0	0	0	0	0.57	0
LINC01778	1.38	0.78	1.8	1.15	0	0	0.49	1.88	0	0	0	1.48	0
H2ACP1_ENSG00000223383	0	5.04	6.94	2.88	0	0	0	5.89	0	0	0	4.88	0
LINC02068	2.87	2.3	3.97	4.1	0	0	0.02	2.85	0	0	0.02	1.19	0
SDCBP2P1_ENSG00000223389	2.48	1.2	5.22	5.28	0	0	0	4.5	0	0	0	2.29	0
ENSG00000223390	1.45	0	4.31	0	0	0	0	0.88	0	0	0.49	0	0
RDXP2_ENSG00000223391	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN10-AS1	0.49	0.34	0	0	0.58	0	0	0.66	0	0	0	0	0
ENSG00000223393	3.39	1.93	1.67	2.91	0	0	0	2.31	0.08	0.08	0	1.19	0
TRBV29OR9-2	0	2.13	0	3.6	0	0	0	0	0	0	0	0	0
RBM22P7_ENSG00000223395	4.24	11.06	14.24	0	0	0	0	0	4.54	0	0	3.81	0
RPS10P7_ENSG00000223396	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR3P1_ENSG00000223398	0	7.77	2.08	0	0	0	0	0	0	0	0	3.59	0
ENSG00000223400	0	3.84	3.92	0	0	0	0	0	0	0	0	0	0
ENSG00000223402	0	0	3.87	0	0	0	0	0	0	0	0	2.16	0
MEG9	7.74	3.95	10.83	9.37	0.01	0	0.25	7.46	0.31	0.02	1.51	6.31	7.51
LINC00397	1.67	0	8.05	2.21	0	0	0	0	0	0	0	0	0
XKRYP5_ENSG00000223406	2.45	1.81	0.97	1.59	0	0	0	2.51	0	0	0	2.81	0
USP9YP18_ENSG00000223407	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P17_ENSG00000223409	2.89	1.4	0	3.71	0	8.8	0.13	0	4.63	0	0	0	0
ENSG00000223410	3.09	0	0	4.06	0	0	0	2.11	0	0	0	0.71	0
RPS26P15_ENSG00000223416	1.19	0	0	0	6.5	0	1.2	3.27	0	8.96	0	0	0
TRIM49D1	9.85	3.67	18.04	9.76	0	0.05	0	9.67	0.27	0	0	4.3	0
LIMK2P1_ENSG00000223418	1.85	0.55	1.65	0.66	0.24	0	0.24	2.15	0	0	0	1.85	0
ENSG00000223419	0	0	0	2.48	0	0	0	0	0	0	0	0	0
ENSG00000223421	14.12	14.75	24.35	24.79	0.43	0	0.03	10.95	0.07	0.02	0	20.72	9.89
ENSG00000223422	0	0	1.16	0.94	0	0	0	0	0	0	0	0	0
RBM7P1_ENSG00000223427	7.36	2.4	3.16	4.25	0	0	0	5.46	0.19	0	0	2.17	0
ENSG00000223428	2.35	0	0	3.17	0	0	0	0	0	0	0	0	0
ENSG00000223429	7.38	1.88	6.63	7.99	0	0	0	1.43	0	0	0	2.94	0
ENSG00000223430	0	0	0	0	0	0	0	0	0	0	0	0.74	0
MTND6P21_ENSG00000223431	0	2.73	3.91	0	0	0	0	0	0	0	0	0.56	0
ENSG00000223432	0	0	5.24	4.38	0	0	0	4.4	0	0	0	4.3	0
RPS29P9_ENSG00000223433	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223436	1.06	3.1	3.35	0	0	0	0	0	0	0	0	0	0
TMSB4XP3_ENSG00000223437	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223438	0.71	1.02	7.81	0	0	0	0	0.96	0	0	0	0	0
ENSG00000223440	1.75	5.73	2.75	5.18	0	0	0	1.83	0	0.01	0.48	2.03	0
TH2LCRR	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L2	1.64	2.54	6.39	5.15	0	0	0.07	4.08	0.23	0	0	3.17	0
RPL6P21_ENSG00000223445	7.33	3.72	6.58	3.3	0.42	0	0	3.56	0	0	0	0.97	0
ENSG00000223446	0.88	0	3.46	2.21	0	0	0.42	0	0	0	0	1.03	0
ENSG00000223450	0	0	0	2.75	0	0	0	0	0	0	0	0	0
HMGN2P18_ENSG00000223452	33.18	4.2	16.04	87.74	0	0	1.9	19.93	0	0	23.6	4.26	0
ENSG00000223455	0	0	0	0	0	0	0	0	0	0	0	0	0
HTATSF1P1_ENSG00000223457	0	0.91	2.7	1.08	0	0	0	1.75	0	0	0	1.6	0
TCAF1P1_ENSG00000223459	3.24	0.82	3.71	1.06	0	0	0.07	0.93	0.03	0	0.75	1.3	6.58
GAPDHP69_ENSG00000223460	3.75	2.06	2.61	3.14	0	0.26	0	2.83	0	0	0	3.3	0
ENSG00000223461	1.79	1.96	1.42	1.15	0	0	0	1.22	0	0	0	3.32	0
ENSG00000223462	1.55	0	0	0	0	0	0	0	0	0	0	0	0
LINC01825	9.51	2.15	10.45	4.53	0	0.45	0	7.33	0.44	0	0.19	3.92	0
CALM1P1_ENSG00000223467	0	0	4.78	0	0	0	0	0	0	0	0	0	0
ENSG00000223469	0	0	0	0	0	0	0.29	0	0	0	0	0.82	0
LINC02629	0.79	0	0	0	0.17	0	0	0	0	0	0	0.37	0
AC099681.1	0	0	0	1.26	0	0	0	0	0	0	0	0	0
VN1R42P_ENSG00000223476	2.45	0	11.93	0	0	0	0	0	0	0	0	0	0
AL441992.1	2.87	1.4	0	0	0	8.63	9.71	1.3	3.3	0	3.8	1.32	0
LINC02238	14.63	0.7	0	4.01	0	0	0	0	0	0	0	2.64	0
NUTM2A-AS1	57.02	25.01	78.27	54.04	34.26	32.93	17.14	50.71	12.65	24.9	14.39	36.78	222.03
TRPC6P1_ENSG00000223484	3.48	1.06	2.73	3.44	0.02	0	0	2.03	0	0	0.56	2.2	0
LINC01615	2.34	2.12	2.93	2.92	0.15	0	0	1.9	0	0	0	1.75	0
AC092198.1	0.94	0.74	2.3	1.66	0	0	0	0.54	0	0	0	0.38	0
FRMPD4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK6P2_ENSG00000223488	7.53	2.63	15.13	8.68	0	0	0.02	8.76	0.04	0	1.7	3.19	0
NEFHP1_ENSG00000223489	7.27	2.19	6.85	5.44	0	0.17	0.04	2.79	0	0.12	0	8.09	0
CHCHD2P5_ENSG00000223490	0	0	8.44	0	0	0	0	0	0	0	0	6.4	0
ENSG00000223492	1.18	1.15	2.21	2.05	0	0	0	1.92	0	0	0.09	1.1	0
ENSG00000223495	0	0	0	0	0	0	0	0	0	0	0	1.06	0
EXOSC6	2.01	0.7	2.3	1.49	0.91	0.01	0.44	1.91	0.46	0.01	0.3	2.23	0
H2BL1P_ENSG00000223497	7.94	0	3.2	2.65	0	0	0	0	0	0	0	4.52	0
SLC35C2P1_ENSG00000223498	5.54	1.43	1.58	1.27	0	0	0.98	3.42	0	0	0	2.58	0
RNF14P4_ENSG00000223500	11.91	11.99	8.07	13.68	0	0	0.63	10.49	0	0	0	9.32	0
VPS52	15.51	4.25	14.86	15.71	6.01	6.12	5.8	15.38	6.79	3.44	4.55	11.21	0
ENSG00000223502	1.58	3.59	0	4.16	0.41	0	0	2.16	0	0	0	3.61	0
ENSG00000223503	0	0.53	2.33	0.94	0	0	0	1	0	0	0	0.34	0
ENSG00000223504	0	0	1.88	3.08	0	0	0	0	0	0	0	0	0
RPL35AP5_ENSG00000223505	0	0	4.5	0	0	0	0	0	0	0	0	0	0
SLC20A1P1_ENSG00000223506	9.36	3.79	11.2	7.84	0	0	0	4.85	0	0	0	3.95	0
RPL23AP53_ENSG00000223508	2.7	3.03	0	1.77	2.62	0	0	5.14	2.41	11.08	0.38	0	0
WHAMMP1_ENSG00000223509	0	0	0	0.73	0	0	0	0	0	0.02	0	1.03	0
CDRT15	0	2.16	0	0	0	0	0	0	0	0	0	1.09	0
AL683807.1	0	1.6	0	1.5	0	0	0	1.07	0	0	0	1.96	0
ATP6V0E1P2_ENSG00000223513	13.09	18.47	91.23	9.62	0	0	0	27.98	0	0	0	23.6	0
ENSG00000223514	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF2-IT1	4.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223517	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1A1P1_ENSG00000223518	0	1.36	3.2	4.93	0	0	0	0.59	0	0	0	0.83	0
KIF28P_ENSG00000223519	0.83	0	1.63	0.91	0	0	0	0.89	0	0	0	1.85	0
ENSG00000223522	4.68	1.23	5.24	3.51	0.95	0	0	1.98	0	0	0.13	0.75	0
ENSG00000223523	0.57	0.4	0	0	0	0	0	0	0	0	0	0	0
RABGAP1L-IT1	1.26	0.9	0	0	0	0	0	0.86	0	0	0.13	0	0
ENSG00000223528	12.96	6.31	18.24	5.21	2.12	0	0.04	6.92	0.09	0.04	0	6.8	0
EEF1A1P8_ENSG00000223529	3.1	2.57	3.97	4.57	0	0	0	2.3	0	0	0	2.9	0
ENSG00000223530	0	0	0	0	0	0	0	1.45	0	0	0	0	0
HLA-DQB1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223536	9.95	6.58	8.63	9.07	0	0.47	0.05	6.19	0	0	0	7.44	0
AL109947.1	7.58	5.66	12.25	6.61	0	0	0	4.8	0.09	0	0.19	2.72	0
ENSG00000223538	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223539	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS15AP5_ENSG00000223540	9.33	0	3	0	0	0	0	2.56	0	0	0	4.25	0
ENSG00000223542	0.79	1.14	5	6.07	0	0	0	2.16	0	0	0	4.77	0
TCEAL4P1_ENSG00000223543	7.95	0.64	5.58	7.92	0.79	0.63	0.24	7.22	0.78	1.37	0	0.41	0
ENSG00000223544	7.41	0	0	0	0	0	0	0	0	0	0	0	0
LINC00630	10.39	13.25	21.3	19.44	0.21	3	1.22	13.46	4.14	3.98	2.46	8.27	0
ZNF844	2.37	2.28	4.46	2.33	0.82	0	0.41	3.28	0.05	0.58	1.38	2.19	0.79
AC034228.1	2.8	0.99	4.4	3.52	0	0	0	1.9	0	0	0	1.74	0
MTND5P28_ENSG00000223549	5.04	3.69	13.13	3.58	0	0	0.22	1.95	0.94	0	0.26	3.25	0
SNRPBP1_ENSG00000223550	4.15	0	6.96	0	0	0	0	5.79	0	0	0	0	0
TMSB4XP4_ENSG00000223551	8.18	0.59	3.87	6.27	0	0	0	1.11	0	0	0.26	0.38	0
CCR5AS	7.22	6.16	7.33	9.91	0	0.06	4.92	6.01	2.76	0	7.58	4.07	0
SMPD4P1_ENSG00000223553	0	0	0	0.2	0	0	0	0	0	0	0	0	0
ENSG00000223554	14.17	2.99	5.88	4.92	0	0	0	0	0	0	0	9.57	0
USP9YP23_ENSG00000223555	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P17_ENSG00000223558	3.27	0	6.19	2.49	0	0	0	0.89	0.55	0	5.11	1.82	0
ENSG00000223559	5.21	1.38	6	5.07	0	0.29	0	2.35	0.22	0	0.4	1.68	0
AC005165.1	15.18	6.21	17.81	11.51	0.02	0	0.08	14.9	0.06	0.05	1.84	8.98	17.16
ENSG00000223563	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F32P_ENSG00000223564	6.12	4.85	1.23	0	0	0	0	11.78	0.18	0	0	6.58	0
ENSG00000223565	2.14	1.51	2.68	1.07	0	0	0	2.32	0	0	0	0.4	0
TNRC18P2_ENSG00000223566	1.93	0.73	0.62	1.24	0.41	1.2	0	2.2	0	0.12	1.16	2.28	0
RPL3P11_ENSG00000223568	7.46	6.25	12.24	15.11	0	0	0.25	5.3	0.05	0	0	6.46	0
USP17L15	8.83	9.16	0	3.89	0.17	0	0	0	0.48	0	0.51	0.72	0
ENSG00000223570	0	0	0	0	0	0	0	0	0	0	0	1.05	0
DHRSX-IT1	0.76	0.27	0.6	1.45	0	0	0.44	0.51	0	0	0	0.35	0
CKMT1A	13.84	11.52	33.12	19.49	0.26	0.1	1.29	20.76	0.79	0	1.21	18.26	0
TINCR	4.83	3.44	10.18	4.77	0	0.13	0.39	4.31	0	0	0.1	5.31	0
TPMTP4_ENSG00000223574	1.42	0	3.37	0	0	0	0	0	0	0	0	0	0
RBMX2P3_ENSG00000223575	5.79	3.47	9.78	5.04	0.74	0	0.9	10.29	0.12	0	0	3.94	0
ENSG00000223576	0	0	2.28	0	0	0	0	0	0	0	0	0.65	0
LINC02665	0.64	0	2.02	2.44	0	0	0	2.62	0	0	0	0.3	0
RPL17P9_ENSG00000223583	2.06	2.26	4.89	2.65	0	0	0	2.8	0	0	0	3.79	0
TVP23CP1_ENSG00000223584	3.89	5.05	4.91	3.97	0	0	0	3.18	0	0	0	2.88	0
LINC01312	15.32	2.86	12.8	3.73	0	0	0	7.97	0	0	1.61	0.55	0
LINC01986	3.39	2.37	5.71	3.57	0.73	0	0.06	1.77	0.45	0	0	0.12	0
ENSG00000223589	2.52	0	4.1	6.82	0	0	0	3.46	0	0	0	0	0
CENPVL1	2.2	4.24	5.85	2.96	0	0.01	0.09	1.61	0	0	0	2.19	4.42
FNDC3CP_ENSG00000223592	0	0	0	0	0	0	0	0	0	0	0	0	0
