GeneSymbol	D3_INT_EPIi_PI_1	D3_INT_EPIi_PI_2	D3_INT_EPIi_LPS_1	D3_INT_EPIi_LPS_2	D3_INT_EPIi_5OP_1	D3_INT_EPIi_5OP_2	D3_INT_EPIi_C_1	D3_INT_EPIi_C_2	D3_ISO1_EPIi_1	D3_ISO1_EPIi_2
AC025419.1	0.09	0.11	0.08	0.06	0.3	0.34	0.06	0.1	0.08	0
ENSG00000250749	0	0	0	0	0	0	0	0	0.07	0
OR5BM1P_ENSG00000250750	0	0	0	0	0	0	0	0	0	0
ENSG00000250751	0	0	0	0	0	0	0	0	0	0
RPL23AP96_ENSG00000250752	0	0	0	0	0	0	0	0	0	0
ENSG00000250753	0	0	0	0	0	0	0	0	0	0
LINC02436	0	0	0	0	0	0	0	0	0	0
ENSG00000250756	0	0	0	0	0	0	0	0	0	0
ENSG00000250761	0	0	0	0	0	0	0	0	0	0
ENSG00000250762	0	0	0	0	0	0	0	0	0	0
ENSG00000250764	0	0	0	0	0	0	0	0	0	0.04
AC138035.2	4.22	0	0	0	0	0	0	0	0	0
FHP2_ENSG00000250767	0.17	0	0	0	0	0	0	0	0	0
DPP3P1_ENSG00000250768	0	0	0	0	0	0	0	0	0	0
ENSG00000250769	0	0	0.03	0	0	0	0	0	0	0
ENSG00000250770	0	0	0	0	0	0	0	0	0	0
ENSG00000250771	0	0	0	0	0	0	0	0	0	0
LINC01365	0	0	0	0	0	0	0	0	0	0
ENSG00000250775	0	0	0	0	0	0	0	0	0	0
ENSG00000250777	0	0	0	0	0	0	0	0	0	0
ENSG00000250778	0	0	0	0	0	0	0	0	0	0
ENSG00000250781	0	0	0	0	0	0	0	0	0	0
TAF11L14	0	0	0	0	0	0	0	0	0	0
SNHG18	2.66	2.91	2.3	2.29	1.95	2.58	3.27	2.65	0.54	1.22
HMGN1P17_ENSG00000250787	0	0	0	0	0	0	0	0	0	0
TUBB8P4_ENSG00000250788	0	0	0	0	0	0	0	0	0	0
ENSG00000250790	0	0	0	0	0	0	0	0	0	0
ENSG00000250791	0	0	0	0	0	0	0	0	0	0
ALG1L12P_ENSG00000250794	0	0	0	0	0	0	0	0	0	0
CIDECP2_ENSG00000250796	0	0	0	0	0	0	0	0	0	0
PRODH2	0	0	0	0	0	0	0	0	0	0
AC138965.1	0	0	0	0	0	0	0	0	0	0
ZBED3-AS1	0	0	0.12	0	0	0	0	0.02	0	0
AC010255.3	0	0	0	0	0	0	0	0	0	0
OR7E111FP_ENSG00000250804	0	0	0	0	0	0	0	0	0	0
ENSG00000250806	0	0	0	0	0	0	0	0	0	0
MTCO2P30_ENSG00000250808	0	0	0	0	0	0	0	0	0	0
METTL5P3_ENSG00000250812	0	0	0	0	0	0	0	0	0	0
SERF1AP1_ENSG00000250813	0	0	0	0	0	0	0	0	0	0
LINC02221	0	0	0	0	0	0	0	0	0	0
ENSG00000250815	0	0	0	0	0	0	0	0	0	0
DCAF13P2_ENSG00000250816	0	0	0	0	0	0	0	0	0	0
LINC02493	0	0	0	0	0	0	0	0	0	0
ENSG00000250820	0	0	0	0	0	0	0	0	0	0
EXOC1L	0	0	0	0	0	0	0	0	0	0
LINC02111	0	0	0	0	0	0	0	0	0	0
PGAM1P12_ENSG00000250825	0	0	0	0	0	0	0	0	0	0
HNRNPA3P13_ENSG00000250826	0	0	0	0	0	0	0	0	0	0
MFSD4BP1_ENSG00000250827	0	0	0	0	0	0	0	0	0	0
ENSG00000250828	0	0	0	0	0	0	0	0	0	0
ENSG00000250829	0	0	0	0	0	0	0.25	0	0	0
MRPS35P2_ENSG00000250830	0	0	0	0	0	0	0	0	0	0
ENSG00000250831	0	0	0	0	0	0	0	0	0	0
DNM1P17_ENSG00000250833	0	0	0	0	0	0	0	0	0	0
KRT18P54_ENSG00000250834	0	0	0	0	0	0	0	0	0	0
LSM3P4_ENSG00000250835	0	0	0	0	0	0	0	0	0	0
ENSG00000250838	0	0	0	0	0	0	0	0	0	0
ENSG00000250839	0	0	0	0	0	0	0	0	0	0
ENSG00000250842	0	0	0	0	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0	0	0	0.01	0
EPHA5-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000250847	0	0	0	0	0	0	0	0	0	0
PPP4R2P1_ENSG00000250848	0.1	0.05	0.01	0.12	0.03	0.29	0.15	0.11	0.17	0
ENSG00000250850	0	0	0	0	0	0	0	0	0	0
RNF138P1_ENSG00000250853	0	0.25	0.09	0	0	0.11	0	0.21	0.05	0.07
ENSG00000250855	0	0	0	0	0	0	0	0	0	0
TRIM60P15_ENSG00000250857	0	0	0	0	0	0	0	0	0	0
IGBP1P5_ENSG00000250858	0	0	0	0	0	0	0	0	0	0
HNRNPKP1_ENSG00000250859	0	0	0	0	0	0	0.02	0	0	0
ENSG00000250860	0	0	0	0	0	0	0	0	0	0
HMGB1P29_ENSG00000250862	0	0	0	0	0	0	0	0	0	0
ENSG00000250863	0	0	0	0	0	0	0	0	0	0
ENSG00000250865	0	0	0	0	0	0	0	0	0	0
ENSG00000250866	0	0	0	0	0	0	0	0	0	0
XKRY_ENSG00000250868	0	0	0	0	0	0	0	0	0	0
ENSG00000250869	0	0	0	0	0	0	0	0	0	0
ENSG00000250874	0	0	0	0	0	0	0	0	0	0
ENSG00000250877	0	0	0	0	0	0	0	0	0	0
METTL21EP_ENSG00000250878	0	0.01	0	0	0.04	0.06	0	0.09	0	0.11
ENSG00000250882	0	0.05	0	0	0	0	0	0	0	0
OR7E85P_ENSG00000250884	0	0	0	0	0	0	0.05	0	0	0
LINC02061	0	0	0	0	0	0	0	0	0	0
ENSG00000250886	0	0	0	0	0	0	0	0.07	0	0
ENSG00000250887	0	0	0	0	0	0	0	0	0	0
LINC01455	0	0	0	0	0	0	0	0	0	0
ENSG00000250890	0	0	0	0	0	0	0	0	0	0
LINC02208	0	0	0	0	0	0	0	0	0	0
ENSG00000250892	0	0	0	0	0	0	0	0	0	0
ENSG00000250893	0.08	0.05	0	0	0.02	0.03	0	0	0.1	0.04
PRAMEF31P_ENSG00000250894	0	0	0	0	0	0	0	0	0	0
TUBAP15_ENSG00000250895	0	0	0	0	0	0	0	0	0	0
RNPS1P1_ENSG00000250896	0.08	0.02	0.06	0	0.02	0.01	0	0.03	0.02	0.07
HMGB3P15_ENSG00000250897	0	0	0	0	0	0	0	0	0	0
ENSG00000250899	0	0.01	0	0.01	0	0.01	0.01	0.04	0.17	0.11
AC008443.6	0	0.04	0	0	0	0.04	0	0	0	0
SMAD1-AS1	0	0	0	0	0	0	0	0	0	0
GMDS-DT	1.45	2.14	1.76	1.55	1.27	1.11	1.35	1.93	1.51	1.32
ENSG00000250905	0	0	0	0	0	0	0	0	0	0
ENSG00000250906	0	0	0	0	0	0	0	0	0	0
ENSG00000250908	0	0	0	0	0	0	0	0	0	0
ENSG00000250909	0	0	0	0	0	0	0	0	0	0
AC097467.3	0	0	0	0	0	0.06	0	0	0.37	0
USP17L23	0	0	0	0	0	0	0	0	0	0.07
ENSG00000250914	0	0	0	0	0	0	0	0	0	0
ENSG00000250915	0	0	0	0	0	0	0	0	0	0
ENSG00000250917	0	0	0	0	0	0	0.21	0	0	0
UGT2B26P_ENSG00000250919	0	0	0	0	0	0	0	0	0	0.1
ENSG00000250920	0	0	0	0	0	0	0	0	0	0
LINC02063	0	0	0	0	0	0	0	0	0	0
ATP5F1EP1_ENSG00000250922	0	0	0	0	0	0	0	0	0	0
ENSG00000250923	0	0	0	0	0	0	0	0	0	0
MESTP3_ENSG00000250927	0	0	0	0	0	0	0	0	0	0
CATSPER2P2_ENSG00000250928	0	0	0	0	0	0	0	0	0	0
LINC01181	0	0	0	0	0	0	0	0	0	0
LNX1-AS1	0	0	0	0	0	0	0	0	0	0
GAPDHP66_ENSG00000250933	0	0	0	0	0	0	0	0	0	0
ENSG00000250934	0	0	0.01	0	0	0	0	0	0	0
AC073475.1	0.08	0	0	0	0	0	0	0	0	0
IFT122P1_ENSG00000250939	0	0	0	0	0	0	0	0	0	0
ENSG00000250940	0	0	0	0	0	0	0	0	0	0
ENPP7P11_ENSG00000250942	0	0.03	0	0	0	0	0	0	0	0.06
ENSG00000250945	0	0	0	0	0	0	0	0	0	0
ENSG00000250946	0	0	0	0	0	0	0	0	0	0
TRPC7-AS2	0	0	0	0	0	0	0	0	0	0
ENSG00000250948	0	0	0	0	0	0	0	0	0	0
ENSG00000250949	0	0	0	0	0	0	0	0	0	0
ENSG00000250950	0	0	0	0	0	0	0	0	0	0
USP9YP1_ENSG00000250951	0	0	0	0	0	0	0	0	0	0
ENSG00000250954	0	0	0	0	0	0	0	0	0	0
ENSG00000250955	0	0.03	0	0	0	0	0.05	0	0	0
ENSG00000250956	0	0	0	0	0	0	0	0	0	0
ENSG00000250957	0	0	0	0	0	0	0	0	0	0
LINC00492	0	0	0	0	0	0	0	0	0	0
GLUD1P3_ENSG00000250959	0	0	0	0	0	0	0	0	0	0
AC025470.2	0	0	0	0	0	0	0	0	0	0
RLIG1P3_ENSG00000250962	0	0	0	0	0	0	0	0	0	0
H3P14_ENSG00000250966	0	0	0	0.07	0.07	0	0	0	0	0
LINC02382	0	0	0	0	0	0	0	0	0	0
ENSG00000250969	0	0	0	0	0	0	0	0	0	0
ENSG00000250971	0	0	0	0	0	0	0	0	0	0
CKS1BP5_ENSG00000250972	0	0	0	0	0	0	0	0	0	0
KRTAP13-6P_ENSG00000250973	0	0	0	0	0	0	0	0	0	0
LINC02196	0	0	0	0	0	0	0	0	0	0
ENSG00000250976	0	0	0	0	0	0	0	0	0	0
ENSG00000250977	0	0	0	0	0	0	0	0	0	0
ENSG00000250978	0	0	0	0	0	0	0	0	0	0
ENSG00000250979	0	0	0	0	0	0	0	0	0	0
NSA2P6_ENSG00000250980	0	0	0.1	0	0	0	0	0	0	0.09
AC016650.1	0	0	0	0	0	0	0	0	0	0
GAPDHP35_ENSG00000250982	0	0	0	0	0	0	0	0	0	0
FAM76AP1_ENSG00000250983	0	0	0	0	0	0	0	0	0	0
ENSG00000250984	0	0	0	0	0	0	0	0	0	0
LINC02600	0	0	0	0	0	0	0	0	0	0
SNHG21	0.09	0.15	0.02	0.01	0.07	0.16	0.04	0.11	0.05	0.08
ENSG00000250990	0	0.03	0	0	0	0.05	0	0	0	0
ENSG00000250992	0	0	0	0	0	0	0	0	0	0
ENSG00000250993	0	0	0	0	0	0	0	0	0	0
ENSG00000250994	0.01	0.08	0	0	0.04	0.02	0.1	0	0	0
TMEM30BP1_ENSG00000250995	0.18	0.33	0.58	0.33	0.13	0.11	0.06	0.61	0.15	0.43
ENSG00000250997	0	0	0	0	0	0	0	0	0	0
ENSG00000250999	0	0	0	0	0	0	0	0	0	0
GGCTP1_ENSG00000251000	0	0	0	0	0.21	0	0.44	0.26	0	0
ENSG00000251001	0	0	0	0	0	0	0	0	0	0
AC244502.1	0	0	0	0	0	0	0	0	0	0.01
ZFPM2-AS1	0	0	0	0	0	0	0	0	0	0
H3P15_ENSG00000251005	0	0	0	0	0	0	0	0	0	0
LTO1P1_ENSG00000251008	0	0	0	0	0	0	0	0	0	0
ENSG00000251009	0	0	0	0	0.03	0	0	0	0	0
ENSG00000251010	0	0	0	0	0.03	0	0	0	0	0
TMEM108-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000251012	0	0	0	0	0	0	0	0	0	0
GAPDHP62_ENSG00000251013	0	0	0	0	0.02	0.02	0	0	0	0
TMEM183AP6_ENSG00000251014	0	0	0	0	0	0	0	0	0	0
SLC25A30-AS1	0	0	0	0	0.12	0	0	0	0	0
ENSG00000251017	0	0	0	0	0	0	0	0	0	0
HMMR-AS1	0	0	0	0	0	0	0	0	0	0
HIGD1AP13_ENSG00000251019	0	0	0	0	0	0	0	0	0	0
THAP9-AS1	0.96	1.17	1.57	0.67	1.36	1.28	1.37	0.98	0.51	1.47
ENSG00000251023	0	0.03	0	0	0	0.02	0	0.01	0.05	0.03
NDUFB5P1_ENSG00000251025	0	0	0	0	0	0	0	0	0	0
LINC02163	0	0	0	0	0	0	0	0	0	0
LINC01950	0	0	0	0	0	0	0	0	0	0
ENSG00000251031	0	0	0	0.1	0	0	0.06	0	0	0.02
CUL1P1_ENSG00000251032	0	0	0	0	0	0	0	0	0	0
ENSG00000251033	0	0	0	0	0	0	0	0	0	0
ENSG00000251034	0.1	0.05	0.02	0.06	0.05	0.05	0.02	0.08	0.16	0.11
WBP1LP4_ENSG00000251035	0	0	0	0	0	0	0	0	0	0
ENSG00000251038	0	0	0	0	0	0	0	0	0	0
IGKV2D-40	0	0	0	0	0	0	0	0	0	0
LINC02480	0	0	0	0	0	0	0	0	0	0
SLC25A48-AS1	0	0	0	0	0	0	0	0	0	0
ZNF969P_ENSG00000251046	0	0	0	0	0	0	0	0	0.01	0
ENSG00000251048	0	0	0	0	0	0	0	0	0	0
ENSG00000251049	0	0	0	0	0	0	0	0	0	0
RBX1P2_ENSG00000251050	0	0	0	0	0	0	0	0	0	0
ELL2P2_ENSG00000251051	0	0	0	0	0	0	0	0	0	0
ENSG00000251054	0	0	0	0	0	0	0	0	0	0
ENSG00000251055	0	0	0	0	0	0	0	0	0	0
ANKRD20A17P_ENSG00000251056	0	0	0.01	0	0	0	0.02	0	0	0
ENSG00000251058	0	0	0	0	0	0	0	0	0	0
AC139722.1	0.05	0	0	0.02	0.03	0	0	0	0	0.04
LINC02512	0	0	0	0	0	0	0	0	0	0
ENSG00000251062	0	0	0	0	0	0	0	0	0	0
ENSG00000251066	0	0	0	0	0	0	0	0	0	0
LMNB1-DT	0	0	0	0	0	0	0	0	0	0
NUDT19P5_ENSG00000251073	0	0	0	0	0	0	0	0	0	0
ENSG00000251074	0	0	0	0	0	0	0	0	0	0
HTT-AS	0	0	0	0	0.03	0	0	0.03	0	0
ENSG00000251076	0	0	0	0	0	0	0	0	0	0
SLC25A5P9_ENSG00000251078	0	0	0	0	0	0	0	0	0	0
BMS1P2_ENSG00000251079	0	0	0	0	0	0	0	0	0	0
ENSG00000251080	0	0	0	0	0	0	0	0	0	0
ENSG00000251081	0	0	0	0	0	0	0	0	0	0
ALG1L3P_ENSG00000251087	0	0	0	0	0	0	0	0	0	0
ENSG00000251088	0	0	0	0	0	0	0	0	0	0
OR5AC4P_ENSG00000251090	0	0	0	0	0	0	0	0	0	0
ENSG00000251093	0	0	0	0	0	0	0	0	0	0
ENSG00000251095	0.4	0.39	0.1	0.18	0.21	0.5	0.46	1.02	0.97	0.94
ENSG00000251099	0	0	0	0	0	0	0	0	0	0
ENSG00000251101	0	0	0	0	0	0	0	0	0	0
CTBP2P4_ENSG00000251102	0.01	0	0.06	0	0.08	0	0	0	0	0
ENSG00000251105	0	0	0	0	0	0	0	0	0	0
ABITRAMP1_ENSG00000251106	0	0	0	0	0	0	0	0	0	0
PDCD5P2_ENSG00000251107	0	0	0	0	0	0	0	0	0	0
YBX1P5_ENSG00000251108	0	0	0	0	0	0	0	0	0	0
FCF1P8_ENSG00000251111	0	0	0	0	0	0	0.05	0.14	0.12	0
ENSG00000251112	0	0	0	0	0	0	0	0	0	0
ENSG00000251113	0	0	0	0	0	0	0	0	0	0
H3P24_ENSG00000251118	0	0	0	0	0	0	0	0	0	0
NIFKP2_ENSG00000251122	0	0	0	0	0	0	0	0	0	0
ENSG00000251123	0	0	0	0	0	0	0	0	0	0
ENSG00000251125	0	0	0	0	0	0	0	0	0	0
ENSG00000251126	0	0	0	0	0	0	0	0	0	0
ENSG00000251127	0	0.01	0	0.03	0.02	0.06	0.05	0.02	0	0
WWC2-AS1	0	0	0	0	0	0	0	0	0	0
LINC02506	0	0	0	0	0	0	0	0	0	0
ENSG00000251131	0	0.54	0.33	0.98	0	0	0	0.13	0	0.32
ENSG00000251132	0	0	0	0	0	0	0	0	0	0
ENSG00000251135	0	0	0	0	0	0	0	0	0	0
AF117829.1	0.56	0.42	0.35	0.25	0.48	0.33	0.71	0.91	5.64	6.19
RPL7L1P7_ENSG00000251137	0	0	0	0	0	0	0	0	0	0
AC090015.1	0.01	0.03	0.02	0.04	0.02	0.07	0.05	0.02	0.17	0.02
ENSG00000251139	0	0	0	0	0	0	0	0	0	0
MRPS30-DT	0	0	0	0	0.03	0	0.03	0.1	0.17	0
ENSG00000251142	0	0	0	0	0	0	0	0	0	0
ENSG00000251143	0.02	0.07	0.17	0.01	0.12	0.11	0.1	0.05	0.2	0.04
ENSG00000251144	0	0	0	0	0	0	0	0	0	0
TRPC6P7_ENSG00000251147	0	0	0	0	0	0	0	0	0	0
ENSG00000251148	0	0	0	0	0	0	0	0	0	0
MTND5P5_ENSG00000251149	0	0	0	0	0	0	0	0	0	0
HOXC-AS3	0	0	0	0	0	0	0	0	0	0
ENSG00000251152	0.08	0.08	0	0.02	0	0	0.11	0.04	0.07	0.17
PTTG1IP2_ENSG00000251154	0	0	0	0	0	0	0	0	0	0
SEPTIN14P4_ENSG00000251155	0	0	0	0	0	0	0	0	0	0
ENSG00000251158	0	0	0	0.02	0.02	0	0.01	0	0.03	0.04
ENSG00000251159	0	0	0	0	0	0	0	0	0	0
ENSG00000251161	0	0	0	0.06	0	0	0	0.09	0.02	0
ENSG00000251162	0	0	0	0	0	0	0	0	0	0
PRELID3BP4_ENSG00000251163	0	0	0	0	0	0	0	0	0.04	0.13
F11-AS1	0	0	0	0	0	0	0	0	0	0
OR7E163P_ENSG00000251166	0	0	0	0	0	0	0	0	0	0
ENSG00000251168	0	0	0	0	0	0	0	0	0	0
LINC01843	0.46	0.59	0.96	0.47	1.07	0.57	1.34	0.98	0.84	0.43
ENSG00000251170	0	0	0	0	0	0	0	0	0	0
ENSG00000251171	0	0	0	0	0	0	0	0	0	0
TPTE2P7_ENSG00000251172	0	0	0	0	0	0	0	0	0	0
UCHL1-AS1	0	0	0	0	0	0	0	0	0	0
TSEN2P1_ENSG00000251174	0	0	0	0	0	0	0	0	0	0
AC008243.1	0.16	0	0	0	0	0.07	0	0	0	0
ENSG00000251176	0	0	0	0	0	0	0	0	0	0
ENSG00000251177	0	0	0	0	0	0	0	0	0	0
OR7E21P_ENSG00000251178	0	0	0	0	0	0	0	0	0	0
TMEM92-AS1	0.35	0.93	0.08	0.32	0.4	0.74	0.3	0.5	0.15	0.22
LINC02497	0	0	0	0	0	0	0	0	0	0
LINC01861	0	0	0	0	0	0	0	0	0	0
ENSG00000251184	0	0	0	0	0	0	0	0	0	0
ENSG00000251185	0.11	0	0	0	0	0	0	0.34	0.13	0
ENSG00000251186	0	0	0	0	0	0	0	0	0	0
ENSG00000251187	0	0	0	0	0	0	0	0	0	0
ENSG00000251188	0	0	0	0	0	0	0	0	0	0
ENSG00000251189	0	0	0	0	0	0	0	0	0	0
LINC00589	0.09	0.05	0.01	0.15	0.02	0.16	0.03	0.17	0.03	0
ZNF674	0.27	0.41	0.43	0.21	0.85	0.72	0.64	0.48	0.43	0.28
ENSG00000251193	0	0	0	0	0	0	0	0	0	0
ENSG00000251194	0	0	0	0	0	0	0	0	0	0
ENSG00000251195	0	0	0	0	0	0	0	0	0	0
ENSG00000251196	0	0	0	0.03	0	0	0	0	0.04	0.04
ENSG00000251199	0	0	0	0	0	0	0	0	0	0
ENSG00000251200	0	0	0	0	0	0	0	0	0	0
TMED7-TICAM2_ENSG00000251201	2.43	1.32	1.76	1.85	1.9	2.56	1.76	2.54	3.59	6.55
DNAJB6P2_ENSG00000251203	0	0	0.06	0	0.06	0	0	0	0	0
ENSG00000251204	0	0	0	0	0	0	0	0	0	0
ENSG00000251205	0.08	0.04	0.36	0.06	0.09	0.17	0	0.06	0.05	0.15
AC010420.1	0	0	0	0	0	0	0	0	0	0
LINC00923	0.09	0.06	0.11	0	0.02	0.06	0.14	0.07	0.47	0.12
LINC02270	0	0	0	0	0	0	0	0	0	0
ENSG00000251211	0	0	0	0	0	0	0	0	0	0
MTND5P4_ENSG00000251212	0	0	0	0	0	0	0	0	0	0
ENSG00000251213	0	0	0	0	0	0	0	0	0	0
ENSG00000251214	0	0	0	0	0	0	0	0	0	0
GOLGA5P1_ENSG00000251215	0	0	0	0	0	0	0	0	0	0
ENSG00000251216	0	0	0	0	0	0	0	0	0	0
ENSG00000251218	0	0	0	0	0	0	0	0	0	0
LINC01217	0	0	0	0	0	0	0	0	0	0
RFPL4AP3_ENSG00000251220	0	0	0	0	0	0	0	0	0	0
LINC01337	0	0	0	0	0	0	0	0	0	0
MTCO1P9_ENSG00000251223	0	0	0	0	0	0	0	0	0	0
CNOT10-AS1	0	0	0	0	0	0	0	0	0.13	0
LINC02714	0	0	0	0	0.05	0.04	0	0.02	0	0
ENSG00000251228	0	0	0	0	0	0	0	0	0	0
ENSG00000251229	0	0	0	0.06	0	0	0.08	0	0.02	0
MIR3945HG	0	0	0	0	0	0	0	0	0.03	0
PSMA2P2_ENSG00000251234	0	0	0	0	0	0	0	0	0	0
SNRPCP2_ENSG00000251235	0	0	0	0	0	0	0	0	0	0
ENSG00000251236	0	0	0	0	0	0	0	0	0	0
B3GNTL1P1_ENSG00000251237	0	0	0	0	0	0	0	0	0	0
ENSG00000251239	0	0	0	0	0	0	0	0	0	0
ENSG00000251243	0	0	0	0	0	0	0	0	0	0
ENSG00000251244	0	0.5	0	0	0	0	0.05	0.02	0	0.02
EFNA4-EFNA3_ENSG00000251246	0.14	0.35	0.13	0.27	0	0.1	0	0	0	0.07
ZNF345	0.09	0.04	0.04	0.01	0.12	0.11	0.05	0.06	0.35	0.13
ENSG00000251248	0	0	0	0	0	0	0	0	0.14	0
AC097375.3	0	0	0	0	0	0	0	0	0	0
ENSG00000251250	0	0	0	0	0	0	0	0	0	0
MTND2P31_ENSG00000251252	0	0	0	0	0	0	0	0	0	0
MTHFD2P4_ENSG00000251253	0	0	0	0	0	0	0	0	0	0
GTF2F2P1_ENSG00000251254	0	0	0	0	0	0	0	0	0	0
LINC02358	0	0	0	0	0	0	0	0	0	0
ENSG00000251257	0	0	0	0	0	0	0	0	0	0
RFPL4B	0	0	0	0	0	0	0	0.03	0	0
ENSG00000251259	0	0	0	0	0	0	0	0	0	0
WDFY3-AS1	0	0	0	0.03	0	0	0	0	0	0
OR7H2P_ENSG00000251261	0	0	0	0	0	0	0	0	0	0
ENSG00000251264	0	0	0	0	0	0	0	0	0	0
LINC02429	0	0	0	0	0	0	0	0	0	0
ENSG00000251270	0	0	0	0	0	0	0	0	0	0
ALG1L7P_ENSG00000251271	0	0.02	0	0	0	0	0	0	0	0
LINC02228	0	0	0.03	0	0	0	0	0	0	0
MAGI2-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000251278	0	0	0	0	0	0	0	0	0	0
SMIM15-AS1	0.05	0.04	0.03	0.1	0	0.03	0.12	0	0.14	0.45
ENSG00000251281	0	0	0	0	0	0	0	0	0	0
LINC02272	0	0	0	0	0	0	0	0	0	0
SPOPLP1_ENSG00000251284	0	0	0	0	0	0	0	0	0	0
ENSG00000251285	0	0	0	0	0	0	0	0	0	0
ENSG00000251286	0	0	0	0	0	0	0	0	0	0
ALG1L2	0	0	0	0	0	0	0	0	0	0
ENSG00000251288	0	0	0	0	0	0	0	0	0	0
LINC02462	0	0	0	0	0	0	0	0	0	0
ERVH-1	0	0.03	0	0	0	0	0	0	0	0
ENSG00000251293	0	0	0	0	0	0	0	0	0	0
ENSG00000251294	0	0	0	0	0	0	0	0	0	0
ENSG00000251296	0	0	0	0	0	0	0	0	0	0
TUBB7P_ENSG00000251297	0	0	0	0	0	0	0	0.02	0	0
AC093835.1	0	0	0	0	0	0	0	0	0	0
SLC25A15P3_ENSG00000251299	0	0	0	0	0	0	0	0	0	0
ENSG00000251300	0	0	0	0	0	0	0	0	0	0
LINC02384	0	0	0	0	0	0	0	0	0	0
CAB39P1_ENSG00000251303	0.08	0.24	0	0.05	0	0	0.36	0	0	0
NDUFB4P2_ENSG00000251306	0.11	0	0	0	0	0	0	0.1	0	0
AC026704.1	0	0	0	0	0	0	0	0	0.14	0
MRPS33P3_ENSG00000251308	0	0	0	0	0	0	0	0	0	0
ENSG00000251309	0	0	0	0	0	0	0	0	0	0
ENSG00000251310	0	0	0	0	0	0	0	0	0	0
LINC02214	0	0	0	0	0	0	0	0	0	0
ENSG00000251312	0	0	0	0	0	0	0	0	0	0
ENSG00000251313	0	0	0	0	0	0	0	0	0	0
ENSG00000251314	0	0	0	0	0	0.07	0	0	0.09	0.24
ENSG00000251320	0	0	0	0	0.08	0	0.09	0.28	0	0
PCAT4	0	0	0	0	0	0	0	0	0	0
SHANK3	0.02	0.04	0.03	0.04	0.02	0	0.02	0.04	0.01	0.02
LINC02728	0.01	0	0	0	0	0	0	0	0	0
LINC01386	0	0	0	0	0	0	0	0	0	0
ENSG00000251325	0	0	0	0	0	0	0	0	0	0
LINC02479	0	0	0	0	0	0	0	0	0	0
LINC02353	0	0	0	0	0	0	0	0	0	0
ENSG00000251330	0	0	0	0	0	0	0.12	0	0	0
PSME2P4_ENSG00000251332	0	0	0	0	0	0	0	0.11	0.1	0.19
RTN3P1_ENSG00000251333	0.04	0.09	0.17	0.03	0.11	0.07	0	0.04	0.03	0
ENSG00000251334	0	0	0	0	0	0	0	0	0	0
TEMN3-AS1	0	0	0	0	0	0	0	0	0	0
ENSG00000251338	0	0	0	0	0	0	0	0	0	0
ENSG00000251339	0	0	0	0	0	0	0	0	0	0
MTCYBP35_ENSG00000251340	0.01	0	0	0	0	0	0	0	0	0
ENSG00000251342	0	0	0	0	0	0	0	0	0	0
CDRT15P11_ENSG00000251345	0	0	0	0	0	0	0	0	0	0
IRF5P1_ENSG00000251347	0	0	0	0	0	0	0	0	0	0
HSPD1P11_ENSG00000251348	0.04	0.02	0	0	0.03	0.04	0.11	0.06	0.03	0.02
MSANTD3-TMEFF1_ENSG00000251349	0.2	0.27	0.23	0.2	0.26	0.41	0.15	0.23	0.4	0.41
LINC02475	0	0	0	0	0	0	0	0	0	0
ENSG00000251352	0	0	0	0	0	0	0	0	0	0
MTND3P5_ENSG00000251353	0	0	0	0	0	0	0	0	0	0
ENSG00000251354	0.07	0	0	0	0	0	0	0	0	0
RAB5CP2_ENSG00000251356	0.02	0	0	0	0	0	0.04	0.08	0	0
ENSG00000251357	0.24	0	0	0	0	0	0	0	0.06	0
WWC2-AS2	0.02	0.02	0.01	0.03	0.02	0.05	0	0.02	0.02	0
KHDC1P1_ENSG00000251360	0	0	0	0	0	0	0	0	0	0
ENSG00000251361	0	0	0	0	0	0	0	0	0	0
LINC02315	0	0	0	0	0	0	0	0	0	0
AC107884.1	0	0.03	0.07	0.03	0	0.12	0.01	0.07	0.04	0
LINC02236	0	0	0	0	0	0	0	0	0	0
DBIP2_ENSG00000251366	0	0	0	0	0	0	0	0	0	0
ENSG00000251367	0	0	0	0	0	0	0	0	0	0
ENSG00000251368	0	0	0	0	0	0	0	0	0	0
ZNF550	0.22	0.19	0.31	0.31	0.21	0.38	0.48	0.27	0.23	1.07
SEMA5A-AS1	0.01	0.16	0.05	0.01	0	0.04	0.09	0.09	0	0.02
ENSG00000251371	0	0	0	0	0	0	0	0	0	0
LINC00499	0	0	0	0	0.01	0	0	0	0	0
ENSG00000251373	0	0	0	0	0	0	0	0	0	0
ENSG00000251374	0	0	0	0	0	0	0	0	0	0
ENSG00000251376	0	0	0	0	0	0	0	0	0	0
ENSG00000251377	0	0	0	0	0	0	0	0	0	0
ENSG00000251378	0	0	0	0	0	0	0	0	0	0
ENSG00000251379	0	0	0	0	0	0	0	0	0	0
DCANP1	0	0	0	0	0	0	0	0	0	0
LINC00958	0	0.04	0.08	0.01	0	0.05	0.04	0.02	0	0
LINC02483	0	0	0	0	0	0	0	0	0	0
MTCYBP16_ENSG00000251385	0	0	0	0	0	0	0	0	0	0
ENSG00000251387	0	0	0	0	0	0	0	0	0	0
